Date;Heures;Conso_stade;Conso_scolaire;Conso_inactif;Conso_Actif;Solaire
26/02/2020;13:00;0.264;6.6;0.53;0.85;3552
26/02/2020;14:00;0.264;11.7;0.53;0.93;2950
26/02/2020;15:00;0.297;12.3;0.55;1.1;1805
26/02/2020;16:00;0.297;12.9;0.53;0.69;669
26/02/2020;17:00;0.528;14.1;1.2;1.2;159
26/02/2020;18:00;0.594;9.24;2.54;2.53;0
26/02/2020;19:00;0.627;7.5;2.27;2.26;0
26/02/2020;20:00;0.627;6.6;1.4;1.4;0
26/02/2020;21:00;0.594;5.7;1.87;1.87;0
26/02/2020;22:00;0.627;3.6;1.26;1.26;0
26/02/2020;23:00;0.561;3.3;1.2;1.2;0
27/02/2020;00:00;0.561;2.64;0.73;0.73;0
27/02/2020;01:00;0.495;2.25;0.6;0.6;0
27/02/2020;02:00;0.297;1.95;0.57;0.56;0
27/02/2020;03:00;0.297;1.98;0.56;0.56;0
27/02/2020;04:00;0.297;1.8;0.55;0.56;0
27/02/2020;05:00;0.396;2.1;1;1;0
27/02/2020;06:00;0.363;3.9;1.8;2.7;171
27/02/2020;07:00;0.297;5.1;1.9;2.9;369
27/02/2020;08:00;0.297;9.3;1.6;2.4;727
27/02/2020;09:00;0.2805;10.8;1.2;1.8;1084
27/02/2020;10:00;0.264;12;0.51;0.9;1329
27/02/2020;11:00;0.264;12.6;0.53;0.85;1652
27/02/2020;12:00;0.264;11.1;0.49;1;1853
27/02/2020;13:00;0.264;6.6;0.53;1.05;1866
27/02/2020;14:00;0.264;11.7;0.54;0.78;1659
27/02/2020;15:00;0.297;12.3;0.53;0.92;1247
27/02/2020;16:00;0.297;12.9;0.53;0.99;590
27/02/2020;17:00;0.528;14.1;1.2;1.2;168
27/02/2020;18:00;0.594;9.24;2.53;2.53;0
27/02/2020;19:00;0.627;7.5;2.26;2.26;0
27/02/2020;20:00;0.627;6.6;1.4;1.4;0
27/02/2020;21:00;0.594;5.7;1.86;1.86;0
27/02/2020;22:00;0.627;3.6;1.27;1.26;0
27/02/2020;23:00;0.561;3.3;1.2;1.2;0
28/02/2020;00:00;0.561;2.64;0.9;0.73;0
28/02/2020;01:00;0.495;2.25;0.85;0.6;0
28/02/2020;02:00;0.297;1.95;0.62;0.56;0
28/02/2020;03:00;0.297;1.98;0.6;0.57;0
28/02/2020;04:00;0.297;1.8;0.58;0.56;0
28/02/2020;05:00;0.396;2.1;1;1;0
28/02/2020;06:00;0.363;3.9;1.3;2.7;197
28/02/2020;07:00;0.297;5.1;1.9;2.9;777
28/02/2020;08:00;0.297;9.3;1.6;2.4;1902
28/02/2020;09:00;0.2805;10.8;1.2;1.8;2915
28/02/2020;10:00;0.264;12;0.51;0.96;3605
28/02/2020;11:00;0.264;12.6;0.53;1.03;3761
28/02/2020;12:00;0.264;11.1;0.49;0.91;3594
28/02/2020;13:00;0.264;6.6;0.53;0.85;3090
28/02/2020;14:00;0.264;11.7;0.54;0.93;2485
28/02/2020;15:00;0.297;12.3;0.53;1.1;1549
28/02/2020;16:00;0.297;12.9;0.53;0.69;549
28/02/2020;17:00;0.528;14.1;1.2;1.2;164
28/02/2020;18:00;0.594;9.24;1.7;2.53;0
28/02/2020;19:00;0.627;7.5;2.83;2.26;0
28/02/2020;20:00;0.627;6.6;2.9;2.3;0
28/02/2020;21:00;0.594;5.7;3.1;2.51;0
28/02/2020;22:00;0.627;3.6;3.4;2.6;0
28/02/2020;23:00;0.561;3.3;2.8;1.8;0
29/02/2020;00:00;0.594;2.64;1.95;0.73;0
29/02/2020;01:00;0.561;2.25;1.2;0.65;0
29/02/2020;02:00;0.363;1.95;0.9;0.58;0
29/02/2020;03:00;0.3465;1.98;0.85;0.57;0
29/02/2020;04:00;0.33;1.8;0.62;0.56;0
29/02/2020;05:00;0.396;2.1;0.6;0.9;0
29/02/2020;06:00;0.363;2.4;0.58;1.9;176
29/02/2020;07:00;0.297;2.1;1;2.9;497
29/02/2020;08:00;0.297;1.95;1.3;2.4;1128
29/02/2020;09:00;0.2805;1.98;1.5;1.8;1776
29/02/2020;10:00;0.231;1.8;1.7;1.2;2016
29/02/2020;11:00;0.2475;2.1;1.9;1.1;2159
29/02/2020;12:00;0.297;1.95;2.1;1.6;2285
29/02/2020;13:00;0.2805;2.25;2.15;1.8;2129
29/02/2020;14:00;0.2541;1.95;2.45;1.5;1713
29/02/2020;15:00;0.2904;2.01;2.5;1.4;1044
29/02/2020;16:00;0.3102;1.8;2.51;1.55;491
29/02/2020;17:00;0.528;2.1;2.35;1.9;178
29/02/2020;18:00;0.627;2.67;2.62;2.55;0
29/02/2020;19:00;0.66;2.25;2.65;2.7;0
29/02/2020;20:00;0.627;1.95;2.7;2;0
29/02/2020;21:00;0.597;2.1;2.83;2.4;0
29/02/2020;22:00;0.561;1.8;2.9;2.5;0
29/02/2020;23:00;0.528;2.13;3.1;1.9;0
01/03/2020;00:00;0.594;2.64;1.47;1.8;0
01/03/2020;01:00;0.561;2.25;1.1;1.1;0
01/03/2020;02:00;0.363;1.95;0.9;0.73;0
01/03/2020;03:00;0.3465;1.92;0.85;0.67;0
01/03/2020;04:00;0.33;1.8;0.62;0.67;0
01/03/2020;05:00;0.396;2.1;0.6;0.59;0
01/03/2020;06:00;0.363;2.64;0.58;1.3;177
01/03/2020;07:00;0.297;2.25;1;1.9;637
01/03/2020;08:00;0.297;1.95;1.3;2.4;1533
01/03/2020;09:00;0.2805;1.98;1.4;2.5;2291
01/03/2020;10:00;0.231;1.8;1.6;2.47;2892
01/03/2020;11:00;0.2475;2;1.9;2;3382
01/03/2020;12:00;0.297;2.49;2.1;2.53;3715
01/03/2020;13:00;0.2805;2.25;2.15;2.8;3233
01/03/2020;14:00;0.2541;1.95;2.45;2.1;2479
01/03/2020;15:00;0.2904;1.83;2.5;1.9;1660
01/03/2020;16:00;0.3102;1.8;2.51;2.06;710
01/03/2020;17:00;0.528;2.1;2.35;1.2;172
01/03/2020;18:00;0.627;2.7;2.62;2.57;0
01/03/2020;19:00;0.66;2.25;2.65;2.8;0
01/03/2020;20:00;0.627;1.95;2.7;2.9;0
01/03/2020;21:00;0.597;1.98;2.52;3.1;0
01/03/2020;22:00;0.561;1.8;2.1;2.87;0
01/03/2020;23:00;0.528;2.1;1.4;2.02;0
02/03/2020;00:00;0.594;2.64;0.86;0.86;0
02/03/2020;01:00;0.561;2.25;0.73;0.73;0
02/03/2020;02:00;0.363;1.95;0.6;0.9;0
02/03/2020;03:00;0.3465;1.98;0.6;0.9;0
02/03/2020;04:00;0.33;1.8;0.6;0.9;0
02/03/2020;05:00;0.396;2.1;1;1.5;0
02/03/2020;06:00;0.363;3.9;1.8;2.7;163
02/03/2020;07:00;0.297;5.1;1.9;2.9;381
02/03/2020;08:00;0.297;9.3;1.6;2.4;888
02/03/2020;09:00;0.2805;10.8;1.2;1.8;1697
02/03/2020;10:00;0.231;12;0.53;0.9;2232
02/03/2020;11:00;0.2475;12.6;0.54;0.8;2444
02/03/2020;12:00;0.297;11.1;0.53;0.95;2700
02/03/2020;13:00;0.2805;6.6;0.53;1.1;2715
02/03/2020;14:00;0.2541;11.7;0.53;1.05;2355
02/03/2020;15:00;0.2904;12.3;0.55;0.9;1619
02/03/2020;16:00;0.3102;12.9;0.53;1.1;782
02/03/2020;17:00;0.528;14.1;1.2;1.8;201
02/03/2020;18:00;0.627;9.24;2.54;2.53;0
02/03/2020;19:00;0.66;7.5;2.27;2.26;0
02/03/2020;20:00;0.627;6.6;1.4;1.4;0
02/03/2020;21:00;0.597;5.7;1.87;1.86;0
02/03/2020;22:00;0.561;3.6;1.26;1.26;0
02/03/2020;23:00;0.528;3.3;1.2;1.2;0
03/03/2020;00:00;0.594;2.64;0.73;0.73;0
03/03/2020;01:00;0.561;2.25;0.6;0.6;0
03/03/2020;02:00;0.363;1.95;0.57;0.56;0
03/03/2020;03:00;0.3465;1.98;0.56;0.56;0
03/03/2020;04:00;0.33;1.8;0.55;0.56;0
03/03/2020;05:00;0.396;2.1;1;1;0
03/03/2020;06:00;0.363;3.9;1.8;2.7;217
03/03/2020;07:00;0.297;5.1;1.9;2.9;757
03/03/2020;08:00;0.297;9.3;1.6;2.4;1603
03/03/2020;09:00;0.2805;10.8;1.2;1.8;2236
03/03/2020;10:00;0.231;12;0.51;0.9;2426
03/03/2020;11:00;0.2475;12.6;0.53;0.85;2454
03/03/2020;12:00;0.297;11.1;0.49;1;2230
03/03/2020;13:00;0.2805;6.6;0.53;1.05;1928
03/03/2020;14:00;0.2541;11.7;0.54;0.78;1751
03/03/2020;15:00;0.2904;12.3;0.53;0.92;1364
03/03/2020;16:00;0.3102;12.9;0.53;0.99;580
03/03/2020;17:00;0.528;14.1;1.2;1.2;181
03/03/2020;18:00;0.627;9.24;2.53;2.53;0
03/03/2020;19:00;0.66;7.5;2.26;2.26;0
03/03/2020;20:00;0.627;6.6;1.4;1.4;0
03/03/2020;21:00;0.594;5.7;1.86;1.86;0
03/03/2020;22:00;0.561;3.6;1.27;1.26;0
03/03/2020;23:00;0.528;3.3;1.2;1.2;0
04/03/2020;00:00;0.561;2.64;0.86;0.73;0
04/03/2020;01:00;0.495;2.25;0.73;0.6;0
04/03/2020;02:00;0.297;1.95;0.6;0.56;0
04/03/2020;03:00;0.297;1.98;0.6;0.57;0
04/03/2020;04:00;0.297;1.8;0.6;0.56;0
04/03/2020;05:00;0.396;2.1;1;1;0
04/03/2020;06:00;0.363;3.9;1.8;2.7;226
04/03/2020;07:00;0.297;5.1;1.9;2.9;799
04/03/2020;08:00;0.297;9.3;1.6;2.4;1671
04/03/2020;09:00;0.2805;10.8;1.2;1.8;2209
04/03/2020;10:00;0.264;12;0.53;0.96;2566
04/03/2020;11:00;0.264;12.6;0.54;1.03;2587
04/03/2020;12:00;0.264;11.1;0.53;0.91;2335
04/03/2020;13:00;0.264;6.6;0.53;0.85;1896
04/03/2020;14:00;0.264;11.7;0.53;0.93;1466
04/03/2020;15:00;0.297;12.3;0.55;1.1;954
04/03/2020;16:00;0.297;12.9;0.53;0.69;411
04/03/2020;17:00;0.528;14.1;1.2;1.2;158
04/03/2020;18:00;0.594;9.24;2.54;2.53;0
04/03/2020;19:00;0.627;7.5;2.27;2.26;0
04/03/2020;20:00;0.627;6.6;1.4;1.4;0
04/03/2020;21:00;0.594;5.7;1.87;1.87;0
04/03/2020;22:00;0.627;3.6;1.26;1.26;0
04/03/2020;23:00;0.561;3.3;1.2;1.2;0
05/03/2020;00:00;0.561;2.64;0.73;0.73;0
05/03/2020;01:00;0.495;2.25;0.6;0.6;0
05/03/2020;02:00;0.297;1.95;0.57;0.56;0
05/03/2020;03:00;0.297;1.98;0.56;0.56;0
05/03/2020;04:00;0.297;1.8;0.55;0.56;0
05/03/2020;05:00;0.396;2.1;1;1;0
05/03/2020;06:00;0.363;3.9;1.8;2.7;179
05/03/2020;07:00;0.297;5.1;1.9;2.9;397
05/03/2020;08:00;0.297;9.3;1.6;2.4;745
05/03/2020;09:00;0.2805;10.8;1.2;1.8;1098
05/03/2020;10:00;0.264;12;0.51;0.9;1455
05/03/2020;11:00;0.264;12.6;0.53;0.85;1586
05/03/2020;12:00;0.264;11.1;0.49;1;1625
05/03/2020;13:00;0.264;6.6;0.53;1.05;1568
05/03/2020;14:00;0.264;11.7;0.54;0.78;1420
05/03/2020;15:00;0.297;12.3;0.53;0.92;1013
05/03/2020;16:00;0.297;12.9;0.53;0.99;521
05/03/2020;17:00;0.528;14.1;1.2;1.2;203
05/03/2020;18:00;0.594;9.24;2.53;2.53;0
05/03/2020;19:00;0.627;7.5;2.26;2.26;0
05/03/2020;20:00;0.627;6.6;1.4;1.4;0
05/03/2020;21:00;0.594;5.7;1.86;1.86;0
05/03/2020;22:00;0.627;3.6;1.27;1.26;0
05/03/2020;23:00;0.561;3.3;1.2;1.2;0
06/03/2020;00:00;0.561;2.64;0.9;0.73;0
06/03/2020;01:00;0.495;2.25;0.85;0.6;0
06/03/2020;02:00;0.297;1.95;0.62;0.56;0
06/03/2020;03:00;0.297;1.98;0.6;0.57;0
06/03/2020;04:00;0.297;1.8;0.58;0.56;0
06/03/2020;05:00;0.396;2.1;1;1;0
06/03/2020;06:00;0.363;3.9;1.3;2.7;244
06/03/2020;07:00;0.297;5.1;1.9;2.9;846
06/03/2020;08:00;0.297;9.3;1.6;2.4;1862
06/03/2020;09:00;0.2805;10.8;1.2;1.8;2573
06/03/2020;10:00;0.264;12;0.51;0.96;3292
06/03/2020;11:00;0.264;12.6;0.53;1.03;3635
06/03/2020;12:00;0.264;11.1;0.49;0.91;3590
06/03/2020;13:00;0.264;6.6;0.53;0.85;3535
06/03/2020;14:00;0.264;11.7;0.54;0.93;2896
06/03/2020;15:00;0.297;12.3;0.53;1.1;2068
06/03/2020;16:00;0.297;12.9;0.53;0.69;969
06/03/2020;17:00;0.528;14.1;1.2;1.2;234
06/03/2020;18:00;0.594;9.24;1.7;2.53;0
06/03/2020;19:00;0.627;7.5;2.83;2.26;0
06/03/2020;20:00;0.627;6.6;2.9;2.3;0
06/03/2020;21:00;0.594;5.7;3.1;2.51;0
06/03/2020;22:00;0.627;3.6;3.4;2.6;0
06/03/2020;23:00;0.561;3.3;2.8;1.8;0
07/03/2020;00:00;0.561;2.64;1.95;0.73;0
07/03/2020;01:00;0.495;2.25;1.2;0.65;0
07/03/2020;02:00;0.297;1.95;0.9;0.58;0
07/03/2020;03:00;0.297;1.98;0.85;0.57;0
07/03/2020;04:00;0.297;1.8;0.62;0.56;0
07/03/2020;05:00;0.396;2.1;0.6;0.9;0
07/03/2020;06:00;0.363;2.4;0.58;1.9;254
07/03/2020;07:00;0.297;2.1;1;2.9;1131
07/03/2020;08:00;0.297;1.95;1.3;2.4;2668
07/03/2020;09:00;0.2805;1.98;1.5;1.8;3999
07/03/2020;10:00;0.264;1.8;1.7;1.2;4565
07/03/2020;11:00;0.264;2.1;1.9;1.1;4641
07/03/2020;12:00;0.264;1.95;2.1;1.6;4649
07/03/2020;13:00;0.264;2.25;2.15;1.8;4031
07/03/2020;14:00;0.264;1.95;2.45;1.5;3374
07/03/2020;15:00;0.297;2.01;2.5;1.4;2255
07/03/2020;16:00;0.297;1.8;2.51;1.55;966
07/03/2020;17:00;0.528;2.1;2.35;1.9;214
07/03/2020;18:00;0.594;2.67;2.62;2.55;0
07/03/2020;19:00;0.627;2.25;2.65;2.7;0
07/03/2020;20:00;0.627;1.95;2.7;2;0
07/03/2020;21:00;0.594;2.1;2.83;2.4;0
07/03/2020;22:00;0.627;1.8;2.9;2.5;0
07/03/2020;23:00;0.561;2.13;3.1;1.9;0
08/03/2020;00:00;0.594;0.9;1.47;1.8;0
08/03/2020;01:00;0.561;0.7;1.1;1.1;0
08/03/2020;02:00;0.363;0.6;0.9;0.73;0
08/03/2020;03:00;0.3465;0.65;0.85;0.67;0
08/03/2020;04:00;0.33;0.5;0.62;0.67;0
08/03/2020;05:00;0.396;0.7;0.6;0.59;0
08/03/2020;06:00;0.363;1.86;0.58;1.3;265
08/03/2020;07:00;0.297;1.89;1;1.9;1061
08/03/2020;08:00;0.297;1.9;1.3;2.4;2175
08/03/2020;09:00;0.2805;1.92;1.4;2.5;3289
08/03/2020;10:00;0.231;1.8;1.6;2.47;4315
08/03/2020;11:00;0.2475;2;1.9;2;4392
08/03/2020;12:00;0.297;2.2;2.1;2.53;4179
08/03/2020;13:00;0.2805;1.2;2.15;2.8;3487
08/03/2020;14:00;0.2541;1.95;2.45;2.1;2629
08/03/2020;15:00;0.2904;1.83;2.5;1.9;1524
08/03/2020;16:00;0.3102;1.8;2.51;2.06;641
08/03/2020;17:00;0.528;2.1;2.35;1.2;201
08/03/2020;18:00;0.627;2.7;2.62;2.57;0
08/03/2020;19:00;0.66;1.15;2.65;2.8;0
08/03/2020;20:00;0.627;1.95;2.7;2.9;0
08/03/2020;21:00;0.597;0.49;2.52;3.1;0
08/03/2020;22:00;0.561;1.8;2.1;2.87;0
08/03/2020;23:00;0.528;1.6;1.4;2.02;0
09/03/2020;00:00;0.594;2.64;0.86;0.86;0
09/03/2020;01:00;0.561;2.25;0.73;0.73;0
09/03/2020;02:00;0.363;1.95;0.6;0.9;0
09/03/2020;03:00;0.3465;1.98;0.6;0.9;0
09/03/2020;04:00;0.33;1.8;0.6;0.9;0
09/03/2020;05:00;0.396;2.1;1;1.5;0
09/03/2020;06:00;0.363;3.9;1.8;2.7;263
09/03/2020;07:00;0.297;5.1;1.9;2.9;1059
09/03/2020;08:00;0.297;9.3;1.6;2.4;2383
09/03/2020;09:00;0.2805;10.8;1.2;1.8;3594
09/03/2020;10:00;0.231;12;0.53;0.9;4330
09/03/2020;11:00;0.2475;12.6;0.54;0.8;4710
09/03/2020;12:00;0.297;11.1;0.53;0.95;4597
09/03/2020;13:00;0.2805;6.6;0.53;1.1;4304
09/03/2020;14:00;0.2541;11.7;0.53;1.05;3238
09/03/2020;15:00;0.2904;12.3;0.55;0.9;1997
09/03/2020;16:00;0.3102;12.9;0.53;1.1;895
09/03/2020;17:00;0.528;14.1;1.2;1.8;215
09/03/2020;18:00;0.627;9.24;2.54;2.53;0
09/03/2020;19:00;0.66;7.5;2.27;2.26;0
09/03/2020;20:00;0.627;6.6;1.4;1.4;0
09/03/2020;21:00;0.597;5.7;1.87;1.86;0
09/03/2020;22:00;0.561;3.6;1.26;1.26;0
09/03/2020;23:00;0.528;3.3;1.2;1.2;0
10/03/2020;00:00;0.561;2.64;0.73;0.73;0
10/03/2020;01:00;0.495;2.25;0.6;0.6;0
10/03/2020;02:00;0.297;1.95;0.57;0.56;0
10/03/2020;03:00;0.297;1.98;0.56;0.56;0
10/03/2020;04:00;0.297;1.8;0.55;0.56;0
10/03/2020;05:00;0.396;2.1;1;1;0
10/03/2020;06:00;0.363;3.9;1.8;2.7;240
10/03/2020;07:00;0.297;5.1;1.9;2.9;696
10/03/2020;08:00;0.297;9.3;1.6;2.4;1471
10/03/2020;09:00;0.2805;10.8;1.2;1.8;2092
10/03/2020;10:00;0.264;12;0.51;0.9;2535
10/03/2020;11:00;0.264;12.6;0.53;0.85;2862
10/03/2020;12:00;0.264;11.1;0.49;1;3073
10/03/2020;13:00;0.264;6.6;0.53;1.05;3020
10/03/2020;14:00;0.264;11.7;0.54;0.78;2438
10/03/2020;15:00;0.297;12.3;0.53;0.92;1636
10/03/2020;16:00;0.297;12.9;0.53;0.99;733
10/03/2020;17:00;0.528;14.1;1.2;1.2;219
10/03/2020;18:00;0.594;9.24;2.53;2.53;0
10/03/2020;19:00;0.627;7.5;2.26;2.26;0
10/03/2020;20:00;0.627;6.6;1.4;1.4;0
10/03/2020;21:00;0.594;5.7;1.86;1.86;0
10/03/2020;22:00;0.627;3.6;1.27;1.26;0
10/03/2020;23:00;0.561;3.3;1.2;1.2;0
11/03/2020;00:00;0.561;2.64;0.86;0.73;0
11/03/2020;01:00;0.495;2.25;0.73;0.6;0
11/03/2020;02:00;0.297;1.95;0.6;0.56;0
11/03/2020;03:00;0.297;1.98;0.6;0.57;0
11/03/2020;04:00;0.297;1.8;0.6;0.56;0
11/03/2020;05:00;0.396;2.1;1;1;0
11/03/2020;06:00;0.363;3.9;1.8;2.7;283
11/03/2020;07:00;0.297;5.1;1.9;2.9;1082
11/03/2020;08:00;0.297;9.3;1.6;2.4;2261
11/03/2020;09:00;0.2805;10.8;1.2;1.8;3154
11/03/2020;10:00;0.264;12;0.53;0.96;3845
11/03/2020;11:00;0.264;12.6;0.54;1.03;4259
11/03/2020;12:00;0.264;11.1;0.53;0.91;4283
11/03/2020;13:00;0.264;6.6;0.53;0.85;4173
11/03/2020;14:00;0.264;11.7;0.53;0.93;3591
11/03/2020;15:00;0.297;12.3;0.55;1.1;2613
11/03/2020;16:00;0.297;12.9;0.53;0.69;1257
11/03/2020;17:00;0.528;14.1;1.2;1.2;280
11/03/2020;18:00;0.594;9.24;2.54;2.53;0
11/03/2020;19:00;0.627;7.5;2.27;2.26;0
11/03/2020;20:00;0.627;6.6;1.4;1.4;0
11/03/2020;21:00;0.594;5.7;1.87;1.87;0
11/03/2020;22:00;0.627;3.6;1.26;1.26;0
11/03/2020;23:00;0.561;3.3;1.2;1.2;0
12/03/2020;00:00;0.561;2.64;0.73;0.73;0
12/03/2020;01:00;0.495;2.25;0.6;0.6;0
12/03/2020;02:00;0.297;1.95;0.57;0.56;0
12/03/2020;03:00;0.297;1.98;0.56;0.56;0
12/03/2020;04:00;0.297;1.8;0.55;0.56;0
12/03/2020;05:00;0.396;2.1;1;1;0
12/03/2020;06:00;0.363;3.9;1.8;2.7;259
12/03/2020;07:00;0.297;5.1;1.9;2.9;829
12/03/2020;08:00;0.297;9.3;1.6;2.4;1775
12/03/2020;09:00;0.2805;10.8;1.2;1.8;2590
12/03/2020;10:00;0.264;12;0.51;0.9;3223
12/03/2020;11:00;0.264;12.6;0.53;0.85;3624
12/03/2020;12:00;0.264;11.1;0.49;1;3574
12/03/2020;13:00;0.264;6.6;0.53;1.05;3243
12/03/2020;14:00;0.264;11.7;0.54;0.78;2595
12/03/2020;15:00;0.297;12.3;0.53;0.92;1611
12/03/2020;16:00;0.297;12.9;0.53;0.99;704
12/03/2020;17:00;0.528;14.1;1.2;1.2;213
12/03/2020;18:00;0.594;9.24;2.53;2.53;0
12/03/2020;19:00;0.627;7.5;2.26;2.26;0
12/03/2020;20:00;0.627;6.6;1.4;1.4;0
12/03/2020;21:00;0.594;5.7;1.86;1.86;0
12/03/2020;22:00;0.627;3.6;1.27;1.26;0
12/03/2020;23:00;0.561;3.3;1.2;1.2;0
13/03/2020;00:00;0.561;2.64;0.9;0.73;0
13/03/2020;01:00;0.495;2.25;0.85;0.6;0
13/03/2020;02:00;0.297;1.95;0.62;0.56;0
13/03/2020;03:00;0.297;1.98;0.6;0.57;0
13/03/2020;04:00;0.297;1.8;0.58;0.56;0
13/03/2020;05:00;0.396;2.1;1;1;0
13/03/2020;06:00;0.363;3.9;1.3;2.7;298
13/03/2020;07:00;0.297;5.1;1.9;2.9;1422
13/03/2020;08:00;0.297;9.3;1.6;2.4;3199
13/03/2020;09:00;0.2805;10.8;1.2;1.8;4809
13/03/2020;10:00;0.264;12;0.51;0.96;5583
13/03/2020;11:00;0.264;12.6;0.53;1.03;5838
13/03/2020;12:00;0.264;11.1;0.49;0.91;5681
13/03/2020;13:00;0.264;6.6;0.53;0.85;5411
13/03/2020;14:00;0.264;11.7;0.54;0.93;4365
13/03/2020;15:00;0.297;12.3;0.53;1.1;2905
13/03/2020;16:00;0.297;12.9;0.53;0.69;1440
13/03/2020;17:00;0.528;14.1;1.2;1.2;318
13/03/2020;18:00;0.594;9.24;1.7;2.53;0
13/03/2020;19:00;0.627;7.5;2.83;2.26;0
13/03/2020;20:00;0.627;6.6;2.9;2.3;0
13/03/2020;21:00;0.594;5.7;3.1;2.51;0
13/03/2020;22:00;0.627;3.6;3.4;2.6;0
13/03/2020;23:00;0.561;3.3;2.8;1.8;0
14/03/2020;00:00;0.561;2.64;1.95;0.73;0
14/03/2020;01:00;0.495;2.25;1.2;0.65;0
14/03/2020;02:00;0.297;1.95;0.9;0.58;0
14/03/2020;03:00;0.297;1.98;0.85;0.57;0
14/03/2020;04:00;0.297;1.8;0.62;0.56;0
14/03/2020;05:00;0.396;2.1;0.6;0.9;0
14/03/2020;06:00;0.363;2.4;0.58;1.9;341
14/03/2020;07:00;0.297;2.1;1;2.9;1389
14/03/2020;08:00;0.297;1.95;1.3;2.4;2779
14/03/2020;09:00;0.2805;1.98;1.5;1.8;3954
14/03/2020;10:00;0.264;1.8;1.7;1.2;4719
14/03/2020;11:00;0.264;2.1;1.9;1.1;4796
14/03/2020;12:00;0.264;1.95;2.1;1.6;4607
14/03/2020;13:00;0.264;2.25;2.15;1.8;4330
14/03/2020;14:00;0.264;1.95;2.45;1.5;3651
14/03/2020;15:00;0.297;2.01;2.5;1.4;2695
14/03/2020;16:00;0.297;1.8;2.51;1.55;1351
14/03/2020;17:00;0.528;2.1;2.35;1.9;317
14/03/2020;18:00;0.594;2.67;2.62;2.55;0
14/03/2020;19:00;0.627;2.25;2.65;2.7;0
14/03/2020;20:00;0.627;1.95;2.7;2;0
14/03/2020;21:00;0.594;2.1;2.83;2.4;0
14/03/2020;22:00;0.627;1.8;2.9;2.5;0
14/03/2020;23:00;0.561;2.13;3.1;1.9;0
15/03/2020;00:00;0.594;0.9;1.47;1.8;0
15/03/2020;01:00;0.561;0.7;1.1;1.1;0
15/03/2020;02:00;0.363;0.6;0.9;0.73;0
15/03/2020;03:00;0.3465;0.65;0.85;0.67;0
15/03/2020;04:00;0.33;0.5;0.62;0.67;0
15/03/2020;05:00;0.396;0.7;0.6;0.59;0
15/03/2020;06:00;0.363;1.86;0.58;1.3;362
15/03/2020;07:00;0.297;1.89;1;1.9;1551
15/03/2020;08:00;0.297;1.9;1.3;2.4;3302
15/03/2020;09:00;0.2805;1.92;1.4;2.5;4662
15/03/2020;10:00;0.231;1.8;1.6;2.47;5472
15/03/2020;11:00;0.2475;2;1.9;2;5932
15/03/2020;12:00;0.297;2.2;2.1;2.53;5949
15/03/2020;13:00;0.2805;1.2;2.15;2.8;5528
15/03/2020;14:00;0.2541;1.95;2.45;2.1;4757
15/03/2020;15:00;0.2904;1.83;2.5;1.9;3293
15/03/2020;16:00;0.3102;1.8;2.51;2.06;1477
15/03/2020;17:00;0.528;2.1;2.35;1.2;308
15/03/2020;18:00;0.627;2.7;2.62;2.57;0
15/03/2020;19:00;0.66;1.15;2.65;2.8;0
15/03/2020;20:00;0.627;1.95;2.7;2.9;0
15/03/2020;21:00;0.597;0.49;2.52;3.1;0
15/03/2020;22:00;0.561;1.8;2.1;2.87;0
15/03/2020;23:00;0.528;1.6;1.4;2.02;0
16/03/2020;00:00;0.594;2.64;0.86;0.86;0
16/03/2020;01:00;0.561;2.25;0.73;0.73;0
16/03/2020;02:00;0.363;1.95;0.6;0.9;0
16/03/2020;03:00;0.3465;1.98;0.6;0.9;0
16/03/2020;04:00;0.33;1.8;0.6;0.9;0
16/03/2020;05:00;0.396;2.1;1;1.5;0
16/03/2020;06:00;0.363;3.9;1.8;2.7;311
16/03/2020;07:00;0.297;5.1;1.9;2.9;962
16/03/2020;08:00;0.297;9.3;1.6;2.4;1839
16/03/2020;09:00;0.2805;10.8;1.2;1.8;2530
16/03/2020;10:00;0.231;12;0.53;0.9;2812
16/03/2020;11:00;0.2475;12.6;0.54;0.8;2832
16/03/2020;12:00;0.297;11.1;0.53;0.95;2668
16/03/2020;13:00;0.2805;6.6;0.53;1.1;2411
16/03/2020;14:00;0.2541;11.7;0.53;1.05;1947
16/03/2020;15:00;0.2904;12.3;0.55;0.9;1264
16/03/2020;16:00;0.3102;12.9;0.53;1.1;611
16/03/2020;17:00;0.528;14.1;1.2;1.8;220
16/03/2020;18:00;0.627;9.24;2.54;2.53;0
16/03/2020;19:00;0.66;7.5;2.27;2.26;0
16/03/2020;20:00;0.627;6.6;1.4;1.4;0
16/03/2020;21:00;0.597;5.7;1.87;1.86;0
16/03/2020;22:00;0.561;3.6;1.26;1.26;0
16/03/2020;23:00;0.528;3.3;1.2;1.2;0
17/03/2020;00:00;0.594;2.64;0.73;0.73;0
17/03/2020;01:00;0.561;2.25;0.6;0.6;0
17/03/2020;02:00;0.363;1.95;0.57;0.56;0
17/03/2020;03:00;0.3465;1.98;0.56;0.56;0
17/03/2020;04:00;0.33;1.8;0.55;0.56;0
17/03/2020;05:00;0.396;2.1;1;1;0
17/03/2020;06:00;0.363;3.9;1.8;2.7;293
17/03/2020;07:00;0.297;5.1;1.9;2.9;1005
17/03/2020;08:00;0.297;9.3;1.6;2.4;2156
17/03/2020;09:00;0.2805;10.8;1.2;1.8;3247
